30001	common_voice_ta_26650298.wav
30001	common_voice_ta_26650300.wav
30001	common_voice_ta_26650301.wav
30001	common_voice_ta_26650302.wav
30001	common_voice_ta_26650308.wav
30001	common_voice_ta_26650309.wav
30001	common_voice_ta_26650310.wav
30001	common_voice_ta_26650311.wav
30001	common_voice_ta_26650313.wav
30001	common_voice_ta_26650314.wav
30001	common_voice_ta_26650315.wav
30001	common_voice_ta_26650316.wav
30001	common_voice_ta_26650317.wav
30001	common_voice_ta_26650330.wav
30001	common_voice_ta_26650332.wav
30001	common_voice_ta_26650333.wav
30001	common_voice_ta_26650334.wav
30001	common_voice_ta_26650344.wav
30001	common_voice_ta_26650345.wav
30001	common_voice_ta_26650346.wav
30001	common_voice_ta_26650347.wav
30001	common_voice_ta_26650348.wav
30001	common_voice_ta_26650363.wav
30001	common_voice_ta_26650364.wav
30001	common_voice_ta_26650365.wav
30001	common_voice_ta_26650366.wav
30001	common_voice_ta_26650367.wav
30001	common_voice_ta_26650383.wav
30001	common_voice_ta_26650384.wav
30001	common_voice_ta_26650386.wav
30001	common_voice_ta_26650387.wav
30001	common_voice_ta_26650398.wav
30001	common_voice_ta_26650399.wav
30001	common_voice_ta_26650400.wav
30001	common_voice_ta_26650401.wav
30001	common_voice_ta_26650408.wav
30001	common_voice_ta_26650409.wav
30001	common_voice_ta_26650410.wav
30001	common_voice_ta_26650412.wav
30001	common_voice_ta_26650425.wav
30001	common_voice_ta_26650426.wav
30001	common_voice_ta_26650427.wav
30001	common_voice_ta_26650429.wav
30001	common_voice_ta_26650440.wav
30001	common_voice_ta_26650441.wav
30001	common_voice_ta_26650444.wav
30001	common_voice_ta_26650445.wav
30001	common_voice_ta_26650453.wav
30001	common_voice_ta_26650454.wav
30001	common_voice_ta_26650455.wav
30001	common_voice_ta_26650456.wav
30001	common_voice_ta_26650458.wav
30001	common_voice_ta_26650464.wav
30001	common_voice_ta_26650465.wav
30001	common_voice_ta_26650466.wav
30001	common_voice_ta_26650467.wav
30001	common_voice_ta_26650468.wav
30001	common_voice_ta_26650483.wav
30001	common_voice_ta_26650485.wav
30001	common_voice_ta_26650486.wav
30001	common_voice_ta_26650487.wav
30001	common_voice_ta_26650490.wav
30001	common_voice_ta_26650491.wav
30001	common_voice_ta_26650492.wav
30001	common_voice_ta_26650494.wav
30001	common_voice_ta_26650495.wav
30001	common_voice_ta_26650496.wav
30001	common_voice_ta_26650498.wav
30001	common_voice_ta_26650499.wav
30001	common_voice_ta_26650500.wav
30001	common_voice_ta_26650506.wav
30001	common_voice_ta_26650507.wav
30001	common_voice_ta_26650508.wav
30001	common_voice_ta_26650509.wav
30001	common_voice_ta_26650511.wav
30001	common_voice_ta_26650513.wav
30001	common_voice_ta_26650514.wav
30001	common_voice_ta_26650515.wav
30001	common_voice_ta_26650516.wav
30001	common_voice_ta_26650517.wav
30001	common_voice_ta_26650518.wav
30001	common_voice_ta_26650519.wav
30001	common_voice_ta_26650520.wav
30001	common_voice_ta_26650527.wav
30001	common_voice_ta_26650528.wav
30001	common_voice_ta_26650529.wav
30001	common_voice_ta_26652155.wav
30001	common_voice_ta_26652156.wav
30001	common_voice_ta_26652157.wav
30001	common_voice_ta_26652163.wav
30001	common_voice_ta_26652164.wav
30001	common_voice_ta_26652195.wav
30001	common_voice_ta_26652196.wav
30001	common_voice_ta_26652197.wav
30001	common_voice_ta_26652198.wav
30001	common_voice_ta_26652199.wav
30001	common_voice_ta_26652225.wav
30001	common_voice_ta_26652228.wav
30001	common_voice_ta_26652232.wav
30001	common_voice_ta_26652236.wav
30001	common_voice_ta_26652239.wav
30001	common_voice_ta_26652258.wav
30001	common_voice_ta_26652259.wav
30001	common_voice_ta_26652260.wav
30001	common_voice_ta_26652261.wav
30001	common_voice_ta_26652262.wav
30001	common_voice_ta_26652293.wav
30001	common_voice_ta_26652296.wav
30001	common_voice_ta_26652301.wav
30001	common_voice_ta_26652302.wav
30001	common_voice_ta_26652323.wav
30001	common_voice_ta_26652324.wav
30001	common_voice_ta_26652325.wav
30001	common_voice_ta_26652326.wav
30001	common_voice_ta_26652327.wav
30001	common_voice_ta_26652444.wav
30001	common_voice_ta_26652446.wav
30001	common_voice_ta_26652447.wav
30001	common_voice_ta_26652449.wav
30001	common_voice_ta_26652451.wav
30001	common_voice_ta_26652519.wav
30001	common_voice_ta_26652532.wav
30001	common_voice_ta_26652533.wav
30001	common_voice_ta_26652569.wav
30001	common_voice_ta_26652570.wav
30001	common_voice_ta_26652571.wav
30001	common_voice_ta_26652572.wav
30001	common_voice_ta_26652573.wav
30001	common_voice_ta_26652613.wav
